,CustomerID,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems,FavoriteCategory_Beauty,FavoriteCategory_Books,FavoriteCategory_Clothing,FavoriteCategory_Electronics,FavoriteCategory_Food,FavoriteCategory_Home Goods,FavoriteCategory_Sports,FavoriteCategory_Toys
10,CUST00011,64,Prefer not to say,Low,United States,New York,4,19.99373126361249,60.10942807931538,0.27341597383205263,0.0023778099134227,Never,2,8.793455301886159,0.0972732732035176,0.2398639119773212,0.2963929160307004,Yes,No,Yes,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
11,CUST00012,28,Prefer not to say,High,Germany,Berlin,4,23.935587018968697,-37.64847753248711,0.3396751912731396,0.1863511141677929,Medium,1,8.785575522629003,0.1842804869064392,0.1129636041718942,0.1985151600456089,Yes,No,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12,CUST00013,53,Prefer not to say,Very High,France,Paris,5,177.86450232127586,813.5337901736672,0.1849667801029113,0.4930770793855856,Low,4,6.90256356302226,0.1922807721932627,0.196217310340438,0.2061180939446076,Yes,No,No,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
13,CUST00014,37,Prefer not to say,High,United States,Los Angeles,4,154.41784202773806,540.3115544095335,0.1349309413873519,0.471502785952518,Medium,1,5.513807886375023,0.18718468877806,0.16029560961232,0.1021839591177428,Yes,No,Yes,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,CUST00015,40,Prefer not to say,High,United Kingdom,London,2,54.96655894184753,159.066976586792,0.24560074107087862,0.5318911174378684,Low,2,7.309901649920623,0.0925610935914771,0.1489395167633689,0.2831685421148115,Yes,Yes,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,CUST00016,48,Other,Very High,Australia,Sydney,1,65.03900957106788,256.686646702814,0.2365871906537327,0.3043621421657442,Low,1,7.393920859600193,0.0772505945988323,0.1287334383650555,0.2333299629942165,No,No,No,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
16,CUST00017,47,Prefer not to say,Medium,United States,New York,9,45.34244074167044,296.312206409059,0.5714438010993526,0.307049664726179,Medium,4,7.1521144087400295,0.19733672698063207,0.4666310874149412,0.0923984824851516,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,CUST00018,29,Male,Very High,Japan,Tokyo,6,48.456181149800194,372.2906856292205,0.4358263292392241,0.5189302044962191,Medium,0,7.216058707481906,0.2571773498845709,0.1786411170095537,0.3838224554746096,Yes,No,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,CUST00019,42,Male,Medium,Germany,Berlin,6,9.844160401208615,449.8264088082536,0.0912050622415985,0.27099862827657906,High,6,7.315191663172959,0.1220481085572668,0.0413831743780873,0.3294876769793231,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,CUST00020,41,Male,Low,Germany,Berlin,6,53.64654779199767,40.83142156201873,0.5717954100463684,0.0529198942967157,Never,2,5.3272890365528,0.2244984030367077,0.1434629963119202,0.1641841146059051,Yes,No,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
20,CUST00021,38,Male,Medium,Japan,Tokyo,4,158.9807257055021,333.6097895524565,0.2841262097641104,0.2360646174651767,High,4,2.539318904132206,0.3270745057342472,0.252298433039175,0.1372510963437814,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,CUST00022,31,Female,Medium,United Kingdom,London,0,194.59970578161017,43.59632379420979,0.2955322068736022,0.5286776037507536,Never,2,8.461399566018786,0.0892550987953138,0.1202847542865995,0.0656374921457525,No,Yes,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22,CUST00023,38,Other,Medium,Other,Other,5,15.38115580674666,285.35485917107513,0.080201899448361,0.2909860720101524,Never,2,7.181997299984871,0.1941446881567091,0.3068387881002117,0.3733882898491444,Yes,Yes,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,CUST00024,64,Female,Medium,France,Paris,6,7.344361391030193,85.68436662424241,0.2489509285137461,0.3198457279026163,High,1,9.317836277007762,0.1300339084780404,0.043317418154207,0.3075520287212492,Yes,No,Yes,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0
24,CUST00025,30,Prefer not to say,Low,United States,New York,17,49.29627103282404,897.7353559544823,0.3055161377967793,0.6061647704730402,Medium,2,6.059680456508866,0.1178276065255543,0.20660608291466465,0.1803894439764656,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
25,CUST00026,53,Prefer not to say,Very High,France,Paris,0,9.314660668260831,18.068272806210143,0.2078105162159821,0.332720212813654,High,2,9.321613405276194,0.2284699664306527,0.3419771543928504,0.1092468334659268,No,No,No,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
26,CUST00027,25,Prefer not to say,High,Australia,Sydney,8,45.65302495713105,443.7597040575501,0.1263477557817052,0.2160484675971539,High,0,7.230093040625165,0.104449505182991,0.385474439017933,0.0571753800267458,Yes,No,No,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
27,CUST00028,21,Male,Medium,Germany,Berlin,9,160.43802063412775,1565.8872482213833,0.4108460409124318,0.1416072034209189,Low,1,5.3280986306178395,0.0583375894158636,0.2026810906259561,0.2386558920018628,Yes,Yes,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
28,CUST00029,84,Prefer not to say,High,United States,Los Angeles,7,33.55959929125069,474.4895864171756,0.1731608842707744,0.4769598507100744,Never,0,6.867366793817527,0.1097276529606848,0.2050136892580724,0.4084232247685948,Yes,No,No,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
29,CUST00030,43,Prefer not to say,High,France,Paris,6,5.478934544521163,18.86585135873688,0.1865623742092108,0.2701404733962833,Low,4,5.243555549387806,0.3514891852639346,0.4503580818918065,0.1334600958155115,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0
30,CUST00031,43,Male,Medium,United States,Los Angeles,2,227.6314507584983,464.8006238852506,0.2347272354696997,0.0877771369881343,High,1,6.059780510414245,0.1200610962482007,0.0609428393167081,0.1802840419982133,Yes,No,No,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
31,CUST00032,43,Other,Low,United Kingdom,London,1,156.78122706855595,102.70638087189448,0.1190150295414034,0.4067554931619976,Medium,1,7.756440176101581,0.1608291349187658,0.4086217148020863,0.20878236559176352,No,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
32,CUST00033,56,Prefer not to say,High,Germany,Berlin,2,24.048731133159787,157.7099241276137,0.1363964551253721,0.2964397943563228,High,4,5.30672324280549,0.2019378301980937,0.2282999306644921,0.19518331634980624,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,CUST00034,41,Prefer not to say,Medium,United States,Los Angeles,1,34.60827510538666,33.83200182035513,0.1718397862534331,0.0807245870245286,Low,0,6.426245570302381,0.3746389143429357,0.0459839953469969,0.1791355800063122,No,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,CUST00035,47,Prefer not to say,Very High,United States,New York,5,106.59762108510994,1178.3724876725016,0.374390984304134,0.037748179348079,Medium,4,5.961025448845913,0.1695092629101386,0.2331114762901108,0.2530655803975926,Yes,No,Yes,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
35,CUST00036,19,Prefer not to say,High,Other,Other,0,50.91027368105874,137.64728421104718,0.2440724793676948,0.4337598338253947,Low,4,6.193836817439457,0.1090012808665496,0.2257242749600801,0.1051624872742861,No,No,No,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
36,CUST00037,49,Female,Low,Germany,Berlin,2,153.5773221746507,319.3807737859422,0.5236841749506406,0.034505689670813,High,1,7.578841126008877,0.2939553316361181,0.1176081504438364,0.2849909700963768,Yes,No,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,CUST00038,31,Other,Very High,United Kingdom,London,4,22.61410744871431,-116.65154750363064,0.5032239878831021,0.1902062899827217,High,2,9.221626476926383,0.4134475523292082,0.1011021824730509,0.3528822380665057,Yes,No,No,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0
38,CUST00039,45,Prefer not to say,Very High,United States,New York,1,126.39070126600596,128.9107806597292,0.1270510317007716,0.1908319934563226,High,2,7.66538038130274,0.0450625399541768,0.1501179680579421,0.0488310366525333,No,No,No,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
39,CUST00040,38,Prefer not to say,Very High,Germany,Berlin,4,22.237064551635772,163.124739201613,0.3636229270561669,0.2148239581262113,High,3,6.175587091841464,0.1504641328452484,0.4472936038042501,0.1047721474392875,Yes,No,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,CUST00041,44,Prefer not to say,Medium,France,Paris,7,168.26183026947862,1318.405309175349,0.4723251326195756,0.4445328443582509,Low,2,7.706310041223496,0.1531082118559502,0.0538954800930556,0.1433709603105863,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
41,CUST00042,38,Male,Low,Australia,Sydney,1,86.75739373244105,172.73063264325702,0.101290967943223,0.1386345993387981,Never,4,5.790188723547951,0.1181958608702908,0.0815418548513877,0.308896448870506,No,No,No,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0
42,CUST00043,30,Male,Low,Japan,Tokyo,3,425.3199651188232,1370.10864561136,0.5275321908485621,0.368568473969195,Medium,0,5.552385115039739,0.2305322910558449,0.3028696473861937,0.1295370604769728,Yes,No,Yes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,CUST00044,37,Male,Very High,Germany,Berlin,5,21.7253628581348,272.176542193719,0.397258836638065,0.5455429580921324,Medium,0,6.234836647810309,0.0419896641149307,0.221409347515549,0.1654104404891414,Yes,Yes,Yes,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0
44,CUST00045,38,Prefer not to say,Very High,United States,New York,2,133.93442335292025,306.5321945889337,0.4177577719585624,0.2327724448429781,High,2,8.023635116142328,0.0641501724211132,0.2309229084663725,0.2959184036900033,Yes,No,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
45,CUST00046,36,Male,Very High,United States,Los Angeles,8,9.669308452306954,122.38838331259568,0.1103180260767754,0.2749625455423637,High,1,8.76727460925689,0.1176846716507557,0.0317857802108847,0.0176698453767322,Yes,Yes,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,CUST00047,23,Prefer not to say,High,Australia,Sydney,7,80.59445347972449,543.0916525419105,0.2750218773260883,0.3084254854777128,Medium,1,10.0,0.18684062836698787,0.2751584960441273,0.2412297719865525,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,CUST00048,56,Female,Medium,United States,Los Angeles,9,128.23742436739744,1203.9112186729033,0.1786900209919358,0.0743165119148557,High,1,8.629904534890894,0.1395868225828501,0.067783468208738,0.2771207776093972,Yes,No,No,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
48,CUST00003,21,Female,Very High,Germany,Berlin,4,103.61608446883214,357.40731720151814,0.2428593942462842,0.551019779946616,Medium,2,5.287696918405886,0.2409919464226929,0.052018539170096,0.1697445776368722,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
49,CUST00050,36,Female,Very High,Germany,Berlin,16,150.5843903835944,2369.7870795843733,0.3549244772135081,0.5941092097449674,Medium,0,3.442467033784337,0.2920180923529624,0.0972349705907207,0.2104389193802333,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
50,CUST00051,42,Male,Very High,United Kingdom,London,0,61.90899510524255,-51.800244704613995,0.4090482941323256,0.5996980283636936,Never,0,6.5444376504644675,0.0910148167978603,0.2538559558891782,0.0348309480086538,No,No,No,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
51,CUST00052,37,Female,Low,France,Paris,14,25.358415473719596,307.5733028675076,0.0409014615184174,0.1724790954018011,Medium,1,7.416736518308363,0.3220968106895534,0.1151514678238276,0.3380415363884724,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,CUST00053,22,Male,Low,United Kingdom,London,8,29.50075067393622,-30.285584850589913,0.1064505648015363,0.2500501006008493,High,4,6.689387298578313,0.20598762155133077,0.2561334934706938,0.1728888323399029,Yes,Yes,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,CUST00054,27,Prefer not to say,Low,Japan,Tokyo,3,72.56537109253287,130.8610856873016,0.4670048499992172,0.0948649861306304,High,0,7.246477119145646,0.4300450293804771,0.1014266448511099,0.0244921152712161,Yes,No,No,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
54,CUST00004,36,Prefer not to say,Medium,United Kingdom,London,5,13.859060288207768,255.9104276752221,0.4631171097732246,0.5122379644089436,Low,1,6.215589121360658,0.2392661774725325,0.2333312184817885,0.1480018709122867,Yes,No,Yes,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
55,CUST00056,27,Prefer not to say,Very High,United States,Los Angeles,0,21.547938586965756,141.60350405100678,0.2792666645369579,0.2554173432201815,Low,1,6.564621086000208,0.1607266258686987,0.1588459439036218,0.178679968790427,No,No,No,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
56,CUST00057,37,Prefer not to say,Very High,Other,Other,8,198.41306406379633,1644.8195414046477,0.175226597964016,0.2947584806704752,Medium,3,7.034951801762072,0.21436072541559043,0.1154208667461436,0.146132347056106,Yes,No,No,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
57,CUST00058,37,Other,Low,Other,Other,5,54.57820218883417,434.1787563855356,0.3854745862921517,0.0986938507615648,Low,2,7.641602281187485,0.2178389768893512,0.3626742047144752,0.2238933423208999,Yes,No,No,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0
58,CUST00059,16,Prefer not to say,High,United States,Los Angeles,1,80.58375494264274,-56.37023341012467,0.1538487157972448,0.1814099779717486,Low,1,6.5014674390914955,0.1155961319041583,0.1242026125170047,0.2473646488725651,No,No,No,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
59,CUST00060,35,Male,Low,United States,New York,4,62.28938829614936,175.0138434062641,0.1525865782347926,0.291622537721064,Medium,2,3.774077024214078,0.21326132255013439,0.0929534096510947,0.0176941456717711,Yes,No,No,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0
60,CUST00061,52,Other,Low,Japan,Tokyo,2,27.51857528629203,5.76947706422051,0.3664043892858109,0.3037681421654569,Never,1,7.181322697357498,0.2213798985289676,0.1009011067895817,0.1879784474260461,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
61,CUST00062,46,Prefer not to say,High,Japan,Tokyo,4,235.32416277207977,1004.5859975159112,0.295998298710816,0.2262623511089932,Low,2,5.614031487555604,0.4059920790098879,0.4409909585906097,0.17808361672588938,Yes,No,No,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0
62,CUST00063,33,Male,Low,United Kingdom,London,4,26.127378187308544,292.08990818769837,0.267732735601061,0.2642060529621388,Low,4,6.348539950081231,0.1424433781318181,0.2083902138373498,0.09164306579948,Yes,No,No,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63,CUST00064,36,Prefer not to say,Low,Other,Other,9,114.05146975447464,1098.8279629318722,0.5366251835879773,0.2262747394629899,Medium,1,4.4098107967620725,0.218931873941805,0.0824293521018745,0.3472608120400309,Yes,Yes,No,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
64,CUST00065,37,Prefer not to say,Low,France,Paris,1,27.33727182789792,-47.62498088804726,0.6245396416972546,0.1100622555545652,High,2,9.09458185997187,0.2547086715710587,0.1083704921941623,0.0537675135976497,No,No,No,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
65,CUST00066,24,Male,Very High,United States,New York,11,91.96683921552955,543.2387297333761,0.2302808942211587,0.3361371471382965,Medium,1,7.486021411765531,0.0145684162504114,0.1278637672669686,0.4037692344435852,Yes,No,No,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
66,CUST00067,38,Prefer not to say,Very High,Germany,Berlin,7,32.702503667959185,247.7746350344209,0.3268153416679871,0.0726013455320173,Medium,3,7.144332300884309,0.0437532095291694,0.1834098450406699,0.0222572808300288,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67,CUST00068,39,Prefer not to say,Very High,United States,New York,10,17.281821196566998,178.06657058994566,0.4119956330052137,0.254392628950157,Low,2,7.102409565182677,0.3825197145924764,0.1878258841751945,0.1306999593267842,Yes,No,Yes,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,CUST00069,47,Prefer not to say,Very High,United States,Los Angeles,2,65.14889136239708,147.1345246924531,0.2819444566805682,0.2871159398983965,Never,0,7.009347404934027,0.3603721186447046,0.2559717343887024,0.0751557728936151,Yes,Yes,Yes,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
69,CUST00070,35,Prefer not to say,Medium,United Kingdom,London,4,31.572368377615696,480.45239068553707,0.4917248351670729,0.3661829168521926,High,1,5.798187442908377,0.4433180808808272,0.1124176991295405,0.1637794969812847,Yes,No,No,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0
70,CUST00071,68,Female,Low,United States,Los Angeles,3,34.790121253784264,155.3564311633896,0.3764274599981589,0.3477135201463193,Medium,3,8.466568049753413,0.099380183244945,0.1997369279956235,0.1881474878006702,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,CUST00072,54,Prefer not to say,Medium,Germany,Berlin,3,43.85164631024648,31.6348259239076,0.2442240937743813,0.3538830679551012,Never,0,5.410667052784682,0.1067301832392066,0.1236458383454915,0.1679377952429466,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,CUST00073,43,Male,Low,France,Paris,5,59.41066387140759,169.3095600733521,0.3129192364482848,0.2094864079953166,Never,2,6.749454614703303,0.1348215483689608,0.245661205194678,0.3506832185821213,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
73,CUST00074,33,Prefer not to say,Very High,Australia,Sydney,3,105.50067224563368,302.00386215987544,0.6191167061303562,0.1429035838640065,High,4,7.936608606776925,0.19999542533117692,0.4805200657660226,0.1513593506072767,Yes,No,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,CUST00005,24,Prefer not to say,Low,Japan,Tokyo,1,273.3433851480457,250.3434069213124,0.5729352175868958,0.2386376354933287,Medium,4,2.8918411119112983,0.1524435236747399,0.1735332075359871,0.1904562250101152,No,No,No,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
75,CUST00076,49,Prefer not to say,Medium,United Kingdom,London,14,101.7697394647956,1512.9614634893485,0.3125734199139665,0.1556035074606818,Medium,3,8.211436798088739,0.2748270057031968,0.1810650462854184,0.2370667214727417,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
76,CUST00077,31,Prefer not to say,Very High,United States,Los Angeles,8,64.22507510716403,421.7623770276706,0.3984909709519388,0.226485123261378,High,3,9.432561926619147,0.1237569168111273,0.0733959183515043,0.3838906002722471,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,CUST00078,52,Other,Medium,Other,Other,2,15.895431533183029,13.169801193611717,0.2595957766623852,0.1110679795453867,Low,2,7.525814935233432,0.3181630924722946,0.143052109893666,0.2538590052918541,Yes,No,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,CUST00079,41,Female,Medium,Other,Other,6,22.91022861982313,-39.128380537360385,0.4422150692723284,0.2769484048103566,Never,0,8.263796715894964,0.1591769862942115,0.0788630173328125,0.1850640070870564,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
79,CUST00080,36,Prefer not to say,High,Germany,Berlin,4,82.90129615789141,136.94052457911062,0.2537641315745546,0.3006225871040069,Low,1,10.0,0.21869027493828327,0.0500771538468167,0.2218592576279636,Yes,No,No,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
80,CUST00081,43,Male,Low,France,Paris,1,7.166594257140301,-130.97500951489417,0.0707537966284645,0.3666346734352774,Never,2,6.8644458721736825,0.4259052803696442,0.1538673746237115,0.3708400012649883,No,No,No,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0
81,CUST00082,21,Male,Low,United States,Los Angeles,5,222.00619491066968,371.5900927629747,0.26750399952023923,0.0168625438704655,Never,0,6.430140363420777,0.2739320463161697,0.21644278233539982,0.0504267873312699,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,CUST00083,19,Male,Medium,United States,Los Angeles,5,36.27930272109005,118.53285921211392,0.4368924742191821,0.3986726629103546,Never,3,8.348610271025986,0.2094036086794513,0.1173216760008709,0.1399029442194665,Yes,No,No,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
83,CUST00084,37,Prefer not to say,Medium,Germany,Berlin,7,173.82387586288837,1113.032196296508,0.2620370912310777,0.2780692762314411,Medium,1,8.44780734137788,0.1756221665621856,0.2018745958777779,0.3301969566127785,Yes,Yes,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
84,CUST00085,50,Female,Medium,Germany,Berlin,2,52.73277795825722,73.1179626374985,0.2965816397577849,0.2586914233905613,High,2,7.651335244611926,0.2502814421404121,0.257875415153534,0.17511377951605092,Yes,No,Yes,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
85,CUST00086,20,Prefer not to say,Low,France,Paris,2,23.40729368690938,151.3772563098758,0.5938830003203862,0.3859914800243191,Low,1,6.694818774163934,0.2464178073914127,0.0713897084601251,0.2256074181068775,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
86,CUST00087,22,Prefer not to say,Very High,France,Paris,0,19.368706384798777,-27.873166698152037,0.1052155826271248,0.3233849653925417,Low,1,8.92058051998934,0.2167093419912684,0.3153995208479132,0.0719168873027124,No,Yes,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
87,CUST00088,43,Other,Low,Japan,Tokyo,0,87.39522530377553,-132.9127936246252,0.1130466495893685,0.199235671782168,Low,4,2.799322917317843,0.1487378338286521,0.2688235297759954,0.0197983646410354,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
88,CUST00089,31,Prefer not to say,Low,Japan,Tokyo,5,217.8900655911277,1071.773774712845,0.4958226235204975,0.424840502312713,Low,4,5.957157212225036,0.3038719750880481,0.1878001737630081,0.0419688649633702,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
89,CUST00090,29,Female,Medium,United States,Los Angeles,3,167.8271323498753,6507.967929127236,0.1473375936859151,0.1455973299793149,Never,2,3.934340648433112,0.203321070487627,0.2143358367238072,0.1216513150434174,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
90,CUST00091,28,Prefer not to say,Low,Germany,Berlin,11,33.30739757676863,202.2711119254724,0.0925836156838415,0.0258085909339548,Never,5,8.053157858682011,0.2138802829494692,0.0454287867767661,0.258564973045009,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
91,CUST00092,36,Prefer not to say,Very High,United States,New York,0,163.00332720926835,208.53591730217929,0.4618983121147137,0.3742840832481485,Medium,1,3.7734045412621176,0.04981514644474,0.2184439191331242,0.3260935651445917,No,No,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,CUST00093,20,Prefer not to say,Medium,Germany,Berlin,6,43.91167051462787,552.20280764012,0.2041919589789544,0.2462171606826278,High,4,5.700220374670827,0.2987634908417712,0.0648725132671934,0.2193108298891519,Yes,No,No,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0
