,Unnamed: 0,CustomerID,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems,FavoriteCategory_Beauty,FavoriteCategory_Books,FavoriteCategory_Clothing,FavoriteCategory_Electronics,FavoriteCategory_Food,FavoriteCategory_Home Goods,FavoriteCategory_Sports,FavoriteCategory_Toys,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
36639,113.0,CUST00114,40,Prefer not to say,High,Other,Other,5,20.626853229758822,-94.0137022047416,0.4471422543369717,0.3448930061530599,High,2,5.848410822262441,0.4480714041475674,0.1951850548053275,0.2116123426024065,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36640,115.0,CUST00116,44,Prefer not to say,Medium,Other,Other,0,175.6339426113743,-129.8033171110925,0.0887772321850526,0.1314512609265941,High,5,5.4753044594133,0.0898960775000633,0.0294334957092732,0.2951149337495418,No,No,Yes,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36641,119.0,CUST00120,39,Other,High,Other,Other,6,91.2645616169948,638.2208262782284,0.3916655552689699,0.1610844418781903,High,1,9.788007807970292,0.3110141451799251,0.2150652495740932,0.4552797936421146,Yes,No,No,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36642,122.0,CUST00123,42,Other,Medium,Other,Other,3,12.491822031410114,148.01726673626706,0.3269110953977613,0.3011496897745738,Never,1,6.831584345397984,0.1847647830987173,0.245684547881892,0.1700965006409396,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36643,129.0,CUST00130,39,Other,Low,Other,Other,1,43.2015856798514,-130.9584731278299,0.0823879154840875,0.4382825662169889,Never,2,6.409481868955212,0.3942526371512665,0.0602367059336145,0.388467865642291,No,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36644,130.0,CUST00131,40,Prefer not to say,High,Other,Other,3,51.61762938704155,8.702022674879714,0.3502505049458743,0.4575477263993091,Medium,2,3.286165492119775,0.47373882946866,0.0664269538978042,0.0816100014312744,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36645,134.0,CUST00135,21,Female,Low,Other,Other,6,138.31771873281107,867.1376605449908,0.0460775130366455,0.3289460655947511,High,2,5.118994987182522,0.09977854115651,0.0816376878506969,0.2371523803602503,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36646,137.0,CUST00008,46,Prefer not to say,Low,Other,Other,1,129.2227148903005,45.96154024069983,0.5555832706360724,0.0921328258241399,High,2,7.1374921673215646,0.1100733873684234,0.2214903762399012,0.149618104439011,No,Yes,No,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36647,158.0,CUST00159,30,Prefer not to say,High,Other,Other,4,237.4416170747633,1041.771135936468,0.1871608083276353,0.1255849784797046,Never,3,7.666363913273087,0.1209342271793862,0.05118522165497,0.1617239396611523,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36648,159.0,CUST00160,52,Prefer not to say,High,Other,Other,4,85.28110350035116,443.5957563198819,0.2680862322203916,0.222637529781541,Low,2,4.067652284128436,0.1497260488649574,0.2521175701208494,0.521475374824317,Yes,No,No,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,,,,,,,,,,,
36649,163.0,CUST00164,40,Prefer not to say,Very High,Other,Other,3,35.275532993127726,155.7827620721087,0.0804369357692524,0.1460446827920732,Never,3,4.265488123805039,0.4358193044337332,0.1494095043528995,0.2195522375414819,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36650,172.0,CUST00173,63,Prefer not to say,Low,Other,Other,5,15.343161759423324,-14.499829517389315,0.5657849469317277,0.2798459878790432,High,2,5.692679204889204,0.2054344984861483,0.0168090729810568,0.3901268815414478,Yes,No,No,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36651,174.0,CUST00175,52,Female,Low,Other,Other,3,12.473082431103675,96.93085857812248,0.286926547636576,0.0806162086813866,Never,4,4.255987819669289,0.1919878844828151,0.2982095444296831,0.1268148253713665,Yes,Yes,No,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36652,178.0,CUST00179,36,Other,Low,Other,Other,2,32.66533228136841,-27.140387482700632,0.2360755605754713,0.4679198727711888,High,1,8.517943881266078,0.2628326605675512,0.1741560573466218,0.2870399257860088,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36653,180.0,CUST00181,52,Female,Low,Other,Other,0,28.63438251851493,17.4657637983698,0.1960678435240778,0.2704113132339217,Medium,1,4.742188498485682,0.1587241393638652,0.0341508964027361,0.0954895030962432,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36654,205.0,CUST00206,39,Female,Very High,Other,Other,5,15.95083456248794,-55.2547086470543,0.1470547932160849,0.3094702489762057,Never,2,10.0,0.2890647888530118,0.1624641242911539,0.0492568963038706,Yes,No,No,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36655,214.0,CUST00215,44,Prefer not to say,High,Other,Other,4,157.02582369969795,694.475896537911,0.1885158709315041,0.4619484900730924,Medium,3,3.3111280151638725,0.0605423144342134,0.2751437064211213,0.4094729052204626,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,,,,,,,,,,,
36656,217.0,CUST00218,34,Male,Medium,Other,Other,13,161.3966166091243,2024.4644693706427,0.0975706739158447,0.1973609233105632,Medium,0,7.186715404484411,0.3937276974927789,0.0966174351201143,0.375344680425312,Yes,No,Yes,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36657,231.0,CUST00232,56,Other,Low,Other,Other,4,20.53906150284297,-101.66019583285048,0.1146259578926369,0.1748854401011172,Medium,1,4.269014436968977,0.196842477843529,0.3964809422106235,0.3297033684646381,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36658,233.0,CUST00234,39,Male,Very High,Other,Other,3,36.96664779160684,106.84049851904577,0.1482379105078715,0.2067910296345849,High,2,8.976503544162053,0.255883321896576,0.1200743408562866,0.0344882039402498,Yes,No,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36659,234.0,CUST00235,18,Other,Medium,Other,Other,4,70.56144425335941,341.661327947924,0.0740905160818171,0.2251962936538865,Medium,2,4.033520833000706,0.0780838636644613,0.3211048879355297,0.349565565333832,Yes,No,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36660,242.0,CUST00243,34,Male,Low,Other,Other,2,26.971815119879476,48.29319071122978,0.1501728783978528,0.3765399740785613,Low,1,5.030683689790829,0.2334105475386247,0.1253217439158729,0.1933291427700065,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36661,244.0,CUST00245,36,Prefer not to say,Very High,Other,Other,2,22.056496678428108,164.41931400821255,0.2447451354328518,0.0841066344884716,Never,2,4.626985581780906,0.1390039197300951,0.0465398594388707,0.0750464749167507,Yes,Yes,Yes,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36662,258.0,CUST00259,44,Male,Low,Other,Other,5,180.02256322935847,870.0793509611545,0.59748573602507,0.3815355476784702,Low,3,6.137014675411188,0.2337464486156837,0.0597823540229927,0.1226443917795414,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36663,272.0,CUST00273,29,Prefer not to say,Low,Other,Other,8,113.88333273771052,881.2828468497266,0.6431868163300135,0.3163752928737084,Medium,0,9.039025176997509,0.1175542484527179,0.1040990027747386,0.2207929325551856,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36664,274.0,CUST00275,44,Prefer not to say,High,Other,Other,9,67.1673176280534,207.053758332717,0.0965360225370942,0.3255400643146566,High,3,10.0,0.350641419770748,0.4445135176206208,0.3013513334101594,Yes,No,No,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36665,284.0,CUST00285,21,Other,High,Other,Other,5,68.3628835487399,703.9419305188158,0.0525412970311611,0.2910851216414943,Medium,1,5.561957394564989,0.1637572449049683,0.2224472166830086,0.0487465137411976,Yes,No,No,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36666,289.0,CUST00290,52,Prefer not to say,Medium,Other,Other,9,56.55460581166924,555.1568462659004,0.2956082553831096,0.2842038372240306,Never,4,7.1414979955118785,0.356531114848139,0.3421861531847995,0.1887386231749776,Yes,No,Yes,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,,,,,,,,,,,
36667,315.0,CUST00316,30,Male,Very High,Other,Other,7,40.188000761602915,37.17653266723429,0.3137935450037125,0.0743602294340531,Medium,1,8.589648575544997,0.1293258828291919,0.165404198169931,0.1705221767134416,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36668,319.0,CUST00320,27,Other,Very High,Other,Other,4,52.116771683500566,74.70318970310444,0.5594489891764565,0.3999954298988615,Never,0,9.288183755527834,0.0868914304880026,0.2171414457391043,0.2217083849851172,Yes,Yes,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36669,341.0,CUST00342,16,Female,Medium,Other,Other,7,37.344386228975296,131.2455119880677,0.5507824163331861,0.7225319291628356,Never,4,5.759313809329838,0.2357661474587916,0.1933492510359528,0.1055510079312872,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36670,345.0,CUST00346,27,Other,Medium,Other,Other,14,15.411907241322522,159.8652534345972,0.1534873371894299,0.4855224449757843,High,2,6.7713119451741015,0.0696985015653211,0.1001589485439315,0.0736201866265353,Yes,Yes,No,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,,,,,,,,,,,
36671,348.0,CUST00349,68,Male,Very High,Other,Other,8,64.88519551922593,411.6092057492251,0.3595114669853342,0.5882491924587123,Low,1,10.0,0.0199381256911094,0.1251181196610237,0.2450736813525243,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36672,353.0,CUST00016,22,Prefer not to say,Medium,Other,Other,6,102.2703188479898,598.1472390409486,0.1699804363014462,0.1335346626313032,Never,2,6.223001084314503,0.3487439968394973,0.0415371676004593,0.2705360988042771,Yes,No,No,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,,,,,,,,,,,
36673,359.0,CUST00360,38,Prefer not to say,Medium,Other,Other,7,51.17681188086898,404.5797894408921,0.0677988326389975,0.3097257886805188,Never,3,6.257625222709557,0.1781091556799883,0.0760072172903037,0.0860800866401635,Yes,Yes,No,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36674,362.0,CUST00363,36,Other,Very High,Other,Other,3,15.25777620806952,-103.41855091967112,0.0380795205441523,0.2943608844865254,Low,1,9.097986723705104,0.0274071437483316,0.0567011059599433,0.2252907817628011,Yes,No,No,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,,,,,,,,,,,
36675,368.0,CUST00369,29,Prefer not to say,Low,Other,Other,9,13.243191805412378,161.522478703196,0.377934839237634,0.0871414961877853,Never,0,6.278369555832449,0.1827044491423508,0.1687998900813755,0.1011003790353919,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36676,378.0,CUST00379,46,Prefer not to say,Medium,Other,Other,3,84.59850136094677,313.5416228471748,0.0246844738302724,0.1872675903896036,Medium,2,10.0,0.2298415681421365,0.3713549388414635,0.0525237028318215,Yes,No,No,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36677,396.0,CUST00397,40,Female,Low,Other,Other,8,52.73392790254822,395.9191569129412,0.3065906293437077,0.3060172799077024,High,1,4.521975891946127,0.0749935476213484,0.1745533474778063,0.1948578903817434,Yes,No,No,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,,,,,,,,,,,
36678,397.0,CUST00398,39,Female,High,Other,Other,5,242.10681089108851,1248.0688011017942,0.3678920086068101,0.1362388191665109,Low,2,8.212782407997,0.251491647136974,0.2708956142859057,0.4139789439599116,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36679,403.0,CUST00404,36,Female,Low,Other,Other,9,40.77201738177647,334.0971474323171,0.3146393161168029,0.162044765388458,Low,0,5.869337454295932,0.2210365165582754,0.2631513658002938,0.3619269879501394,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36680,406.0,CUST00407,51,Other,Very High,Other,Other,9,7.0235440875225565,5.058771863926957,0.0158522829058544,0.3211083603569204,Low,2,7.53205895528987,0.2100060391874257,0.1344106318755142,0.1299848577797872,Yes,No,No,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36681,413.0,CUST00414,32,Other,Medium,Other,Other,4,17.235142284883715,-135.2443605662783,0.6568603103612768,0.2981555683028257,Never,0,2.535444714388775,0.0745538683428748,0.2650438913497159,0.0769153303797784,Yes,Yes,No,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36682,420.0,CUST00421,38,Other,Medium,Other,Other,6,82.66014345017709,434.28921196918,0.291275744832426,0.1535199609345185,Low,1,7.603000478698551,0.3110679429892607,0.2350024192679496,0.1010134172466194,Yes,No,Yes,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,,,,,,,,,,,
36683,421.0,CUST00422,36,Female,Very High,Other,Other,5,52.876267685923,86.04156438434867,0.096581653914064,0.3899156170606216,Never,2,6.233002280101451,0.3581559672811113,0.1469484538952714,0.0647773906056963,Yes,No,Yes,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36684,432.0,CUST00433,27,Male,Low,Other,Other,4,150.61150404640998,672.4410267810168,0.1511067896223674,0.3388239363720096,Never,0,5.95994425231622,0.188404056783133,0.1926574712089959,0.0470193816908678,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36685,438.0,CUST00439,39,Prefer not to say,Low,Other,Other,5,57.74544557782293,78.57305916420684,0.2678546551361122,0.2655196352801222,Never,2,6.718358181533199,0.3732235053391741,0.2145606937853615,0.1646716269191477,Yes,No,Yes,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,
36686,443.0,CUST00444,29,Prefer not to say,High,Other,Other,1,93.51970199078762,249.4113213031528,0.4243908423784439,0.0551593425960972,Medium,3,6.572188461979013,0.1389800959790552,0.2389266700460599,0.0869562778228695,No,Yes,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36687,445.0,CUST00446,36,Prefer not to say,Medium,Other,Other,3,222.36912881893184,746.1702703453024,0.0774376928761603,0.3113284677833515,Medium,2,7.276290251394647,0.5355561762674275,0.4352628514452403,0.0614882455880916,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36688,447.0,CUST00448,29,Other,High,Other,Other,10,37.72751578058142,268.58265108089495,0.7790669989625343,0.4391238602967611,Never,3,6.063718911778477,0.0173186697713641,0.2511126084933404,0.3337518597663944,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,,,,,,,,,,,
36689,457.0,CUST00458,21,Prefer not to say,Very High,Other,Other,9,97.02524612490576,822.3128479095411,0.4703196784012507,0.0454931798057631,Low,3,5.735680032015189,0.1949159502787329,0.3430361690807491,0.1461770472242876,Yes,No,No,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36690,458.0,CUST00459,31,Other,High,Other,Other,0,61.6104370407344,-104.72486509148224,0.1854699409417321,0.2714950150390143,Medium,1,6.81731723266491,0.1357838007264734,0.0574511378773862,0.094925636817977,No,No,Yes,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,,,,,,,,,,,
36691,472.0,CUST00023,19,Prefer not to say,Medium,Other,Other,3,213.5257599719162,676.8751183538839,0.1775657811598422,0.3761803366299086,Never,3,5.928281628734395,0.0589421309932234,0.1803320412498274,0.1357241488413205,Yes,Yes,No,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,,,,,,,,,,,
36692,476.0,CUST00477,54,Other,Low,Other,Other,4,47.86716879085873,250.10577015372868,0.3455374791470494,0.2088673597544129,High,3,4.960455472695287,0.2126115767297417,0.1335276526533834,0.2563501980556433,Yes,No,No,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36693,481.0,CUST00482,37,Other,Medium,Other,Other,9,25.790612237497363,127.27902153585234,0.3256686143411738,0.199728341206552,High,2,8.68465189250837,0.2136708791683098,0.2217498973754667,0.3803676671584913,Yes,No,No,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36694,484.0,CUST00485,27,Prefer not to say,Low,Other,Other,3,23.446739197054125,239.1974591635827,0.0939948826079376,0.4005594766373117,Low,4,4.6399933774866495,0.2875093569150112,0.1614824276659131,0.1860282288400702,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36695,498.0,CUST00499,36,Other,Medium,Other,Other,11,59.917914527228504,742.9294352777608,0.3865019179869726,0.2966155850841654,High,2,7.44028105201759,0.0854881015067959,0.0536179979734805,0.1948983169066901,Yes,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36696,503.0,CUST00504,38,Female,Low,Other,Other,4,159.13570814444864,598.9617785899479,0.0958230180365319,0.3229581449259623,High,2,1.9983157344953568,0.196395981265797,0.3296210653517656,0.2759541169253768,Yes,No,No,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36697,507.0,CUST00508,43,Female,Medium,Other,Other,7,34.80657840910273,297.9376627582054,0.7208582596173718,0.4737194360550345,Medium,2,10.0,0.2550543712612469,0.0625098936139304,0.2598797649646846,Yes,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,,,,,,,,,,
36698,508.0,CUST00509,26,Prefer not to say,Low,Other,Other,0,214.10837216880975,54.35639747496213,0.2156096300912957,0.3526098868567272,Never,3,6.862843225535154,0.2468879697671318,0.3663802036915378,0.3136012372774234,No,No,No,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,,,,,,,,,,,
36699,518.0,CUST00519,39,Female,High,Other,Other,12,5.664734413493972,32.59721200181597,0.3336110522878945,0.4836526612058089,High,3,6.875564195944855,0.2777478971135348,0.0763478258384064,0.2414249177155951,Yes,No,No,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36700,524.0,CUST00525,23,Other,High,Other,Other,5,33.767745102280784,150.6765060768807,0.1883035736849166,0.522298768511105,Never,1,9.751333520669498,0.0389415588734025,0.116421693057733,0.5050829932435235,Yes,No,No,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36701,537.0,CUST00538,40,Prefer not to say,High,Other,Other,2,249.25409418201883,469.4750449604674,0.2809512956139409,0.2532756803631745,Medium,1,6.601195726945721,0.11305991306785,0.0941486596556815,0.058743305998176,Yes,Yes,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,
36702,542.0,CUST00543,45,Prefer not to say,Very High,Other,Other,12,193.83672365428205,2307.6952834193667,0.3173772978498804,0.0117104488809849,Medium,4,5.553919085791469,0.4010985960296897,0.5758911232008007,0.1848573765355247,Yes,No,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,
36703,543.0,CUST00544,38,Prefer not to say,Medium,Other,Other,3,66.82342174102808,106.31516221540092,0.21680004900646,0.0122671999708084,Medium,1,7.241780091649266,0.0878762637966125,0.2285782461601293,0.225286254264499,Yes,No,Yes,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,
36704,548.0,CUST00549,18,Other,Medium,Other,Other,9,36.93383627448285,458.61017187938216,0.1564670901302831,0.2389413541056393,Never,1,8.298310430963948,0.2077459469348479,0.3322360612935832,0.2825439216714057,Yes,No,No,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36705,557.0,CUST00558,59,Prefer not to say,Medium,Other,Other,1,86.96621565484155,675.8177969621064,0.1766023917733893,0.3957645884016004,High,1,8.232472691222112,0.2098887756203033,0.0657828089653299,0.2287274806209823,No,Yes,No,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36706,565.0,CUST00566,39,Male,Medium,Other,Other,3,29.63565400389103,-10.679491282540653,0.289652568420598,0.2873151978147185,Never,0,7.643349511288113,0.0788003487834909,0.1251947026118852,0.2408124646666498,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
36707,570.0,CUST00571,57,Prefer not to say,Medium,Other,Other,16,120.97311687689086,2024.3709695410369,0.0626480645276026,0.5237516166199144,High,3,8.414775796571544,0.3405820345779772,0.3073120435771966,0.2259089453118516,Yes,No,No,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36708,578.0,CUST00579,39,Other,Low,Other,Other,5,43.31240146199539,173.94558191856385,0.387194741258012,0.1035479729280606,Low,2,5.872325260767564,0.0945188944762031,0.2009620375010226,0.1053659226906911,Yes,No,Yes,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36709,582.0,CUST00583,20,Female,Low,Other,Other,4,25.605757213878263,187.79317620258232,0.1062642139791609,0.2838889986100946,High,4,8.867898810068679,0.1078190069537775,0.190526201796628,0.1650837675086976,Yes,No,Yes,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,,,,,,,,,,,
36710,586.0,CUST00587,53,Other,Very High,Other,Other,5,48.74803040887258,159.13354619083972,0.3637350833091601,0.0664105181719299,Medium,1,10.0,0.0660527719047546,0.0692764319844442,0.1119740454191356,Yes,No,No,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,,,,,
36711,587.0,CUST00588,19,Prefer not to say,Medium,Other,Other,5,12.633879241400544,187.3654024452568,0.1941696320721838,0.3269839004774894,Never,2,7.8843826647281805,0.0555651345726488,0.0437193341572748,0.6486193947411167,Yes,No,No,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,
36712,606.0,CUST00607,44,Prefer not to say,Low,Other,Other,11,81.59711500456692,769.1515906415382,0.1774957838218159,0.2549048616081384,Never,1,8.388254967589042,0.2277457322033751,0.4114259371957902,0.1427751255644452,Yes,No,Yes,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,,,,
36713,609.0,CUST00610,34,Prefer not to say,Medium,Other,Other,10,60.00816835537707,20170.938557724152,0.2775748601035172,0.178802332437523,High,2,4.724143004792618,0.0876079595786911,0.1393441606055258,0.1797681097996966,Yes,No,No,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,,,,,,,,,,,
